Student_Name,Gender,Grade_Level,Section,Payment_Status,Favorite_Subject,Extracurricular,Tuition_Fee,Monthly_Allowance,Current_GPA,Enrollment_Date,Date_of_Birth
Amy Barnes,Non-binary,Grade 9,C-Sapphire,Late Payment,Mathematics,None,40054.34,4954,80.91,2025-10-22,2008-07-27
Paul Howard,Female,Grade 9,B-Emerald,Full Payment,History,None,38433.54,1344,84.06,2025-09-05,2014-02-12
Jeremiah Brown,Male,Grade 11,A-Diamond,Scholarship,History,Student Council,23586.33,4200,90.28,2026-01-05,2019-11-12
Gregory Dunn,Female,Grade 6,C-Sapphire,Late Payment,Mathematics,Student Council,39417.09,2578,80.47,2025-07-24,2013-04-05
Dr. Robert Wilson,Male,Grade 7,B-Emerald,Full Payment,Computer Science,None,44825.18,1285,75.62,2026-03-18,2015-06-02
Austin Norris,Female,Grade 7,B-Emerald,Full Payment,History,Glee Club,18185.24,4116,95.29,2026-02-19,2013-06-15
Brenda Thompson,Non-binary,Grade 1,D-Ruby,Full Payment,Literature,Glee Club,39901.88,781,96.14,2026-04-05,2015-01-16
Brandy Ellis,Female,Grade 12,B-Emerald,Scholarship,Mathematics,Glee Club,39654.5,1441,77.67,2025-11-28,2008-11-26
Rhonda Larson,Non-binary,Grade 6,A-Diamond,Installment,History,Varsity,30494.42,1691,75.84,2025-06-26,2016-05-09
Tracy Velazquez,Female,Grade 11,B-Emerald,Late Payment,Computer Science,Arts Club,16100.6,3594,87.06,2026-02-05,2012-05-16
Shawn Dean,Male,Grade 6,D-Ruby,Full Payment,Computer Science,Varsity,28558.99,622,78.86,2025-06-21,2017-11-11
Christina Carroll,Male,Grade 11,D-Ruby,Full Payment,Mathematics,None,28908.93,4270,95.37,2026-04-25,2014-04-26
Heather Weaver,Female,Grade 7,B-Emerald,Full Payment,Literature,Varsity,33935.53,2348,98.37,2026-01-25,2008-02-11
Ashley Burns,Female,Grade 12,A-Diamond,Full Payment,Computer Science,None,35505.11,2351,88.79,2025-11-15,2012-06-28
Alexander Torres,Male,Grade 6,D-Ruby,Installment,Mathematics,Varsity,42888.12,4806,87.56,2025-12-03,2019-08-12
Joanna Armstrong,Male,Grade 6,B-Emerald,Scholarship,Mathematics,Arts Club,15380.13,2608,80.58,2026-02-26,2009-01-04
Holly Nielsen,Non-binary,Grade 3,D-Ruby,Scholarship,History,Varsity,36606.17,3905,95.21,2025-08-01,2015-10-08
Matthew Robbins Jr.,Female,Grade 3,B-Emerald,Full Payment,Literature,Student Council,35318.27,1709,90.86,2025-12-18,2018-08-30
Jeffrey Nguyen,Non-binary,Grade 6,A-Diamond,Late Payment,Science,Varsity,21526.84,1168,96.1,2026-04-18,2013-04-20
James Figueroa,Non-binary,Grade 7,B-Emerald,Scholarship,History,Glee Club,44639.65,1391,96.3,2025-06-14,2007-09-22
Michelle Kim,Female,Grade 9,C-Sapphire,Installment,History,Arts Club,32813.38,3412,96.38,2025-08-11,2014-05-16
Curtis Henry,Male,Grade 7,A-Diamond,Scholarship,Science,Arts Club,43304.22,866,84.39,2025-09-05,2013-02-20
Sharon Roy MD,Male,Grade 6,D-Ruby,Scholarship,Literature,Arts Club,40754.88,4837,83.47,2025-06-04,2011-08-17
Michael Chapman,Non-binary,Grade 7,B-Emerald,Scholarship,Literature,Student Council,35346.98,2955,90.74,2025-08-30,2020-02-17
Cassie Carter,Male,Grade 1,D-Ruby,Full Payment,History,Student Council,32166.24,4739,95.5,2025-11-17,2008-03-26
Craig Guerra,Male,Grade 9,C-Sapphire,Late Payment,Mathematics,Glee Club,24536.92,4269,98.77,2025-07-24,2018-07-17
Matthew Rice,Non-binary,Grade 11,D-Ruby,Installment,History,Arts Club,34091.02,3304,91.56,2025-07-13,2020-01-17
Cindy Mitchell,Non-binary,Grade 12,B-Emerald,Installment,Literature,Student Council,32776.8,756,94.77,2026-01-10,2014-07-17
Patricia Silva,Female,Grade 1,B-Emerald,Late Payment,History,Student Council,21098.78,1590,78.16,2025-12-07,2009-07-17
Justin Fischer,Non-binary,Grade 3,A-Diamond,Late Payment,History,None,28063.52,3747,84.14,2025-09-28,2012-07-01
David Vazquez,Non-binary,Grade 7,D-Ruby,Scholarship,Literature,Varsity,24907.87,1033,88.33,2025-07-07,2017-10-14
Miss Anna Horn,Female,Grade 3,D-Ruby,Installment,Mathematics,None,35773.15,1060,85.94,2026-01-30,2011-08-17
Cody Fitzgerald,Female,Grade 11,B-Emerald,Late Payment,Computer Science,None,30134.55,2722,94.67,2026-04-05,2010-11-16
Stacy Wood,Female,Grade 3,A-Diamond,Scholarship,Computer Science,Glee Club,44254.1,656,86.15,2025-08-06,2007-08-20
Amber Novak,Male,Grade 6,C-Sapphire,Scholarship,Computer Science,Varsity,31958.17,511,75.35,2025-11-07,2012-04-22
Ryan Peterson,Male,Grade 11,C-Sapphire,Installment,Literature,Varsity,16007.28,731,87.87,2026-04-17,2015-11-20
Edward Dixon,Female,Grade 7,B-Emerald,Installment,Science,Student Council,43085.52,3858,77.42,2025-10-17,2016-12-10
David Grant,Male,Grade 3,B-Emerald,Scholarship,History,Glee Club,30778.06,2613,88.18,2026-03-14,2014-07-02
Joshua Valentine,Non-binary,Grade 11,C-Sapphire,Installment,Science,Varsity,18006.26,2191,87.17,2025-11-06,2018-06-03
Danielle James,Male,Grade 6,A-Diamond,Full Payment,Mathematics,None,27204.45,1095,95.83,2025-05-23,2007-06-22
Bryan Harris,Female,Grade 12,D-Ruby,Installment,Science,Glee Club,38384.38,642,95.95,2026-03-19,2016-12-09
Brooke Kent,Male,Grade 6,A-Diamond,Late Payment,Science,Glee Club,32876.54,2591,90.81,2026-05-01,2017-01-03
Steven Warner,Non-binary,Grade 9,A-Diamond,Full Payment,History,Student Council,16089.83,4167,98.15,2026-02-25,2012-06-18
Cynthia Hopkins,Non-binary,Grade 7,D-Ruby,Full Payment,Science,Arts Club,39582.73,1082,83.98,2025-05-30,2014-10-04
Clarence Carter,Female,Grade 7,A-Diamond,Full Payment,Literature,Student Council,42505.21,731,80.9,2025-05-15,2010-06-29
Cristina Lawrence,Male,Grade 12,C-Sapphire,Full Payment,Science,None,16735.14,4972,94.17,2025-10-13,2008-09-04
Tanya Hampton,Non-binary,Grade 12,C-Sapphire,Installment,Literature,None,30916.43,2800,87.34,2025-07-25,2017-05-31
Melissa Hughes,Non-binary,Grade 9,D-Ruby,Full Payment,Computer Science,Student Council,24766.18,2153,85.76,2026-04-26,2017-12-12
Stacy Ryan,Female,Grade 1,D-Ruby,Installment,Science,None,17234.28,1884,78.65,2026-05-04,2013-09-26
Andrea Murphy,Non-binary,Grade 1,A-Diamond,Full Payment,Mathematics,Glee Club,41159.28,1870,78.4,2025-09-25,2011-10-06
Martin Hunter,Female,Grade 9,C-Sapphire,Late Payment,Computer Science,Glee Club,25144.57,652,93.5,2026-01-19,2015-01-18
Tracy Rose,Non-binary,Grade 3,C-Sapphire,Full Payment,Mathematics,Arts Club,44669.39,3826,84.4,2025-06-10,2011-10-06
Maria Cisneros,Male,Grade 6,A-Diamond,Scholarship,Literature,None,17829.63,4328,94.69,2025-07-18,2007-11-24
Zachary Wagner,Non-binary,Grade 9,A-Diamond,Full Payment,Literature,Arts Club,31102.33,1117,84.45,2025-08-25,2019-04-24
Tracey Obrien,Male,Grade 3,D-Ruby,Late Payment,Mathematics,Student Council,25208.25,785,90.94,2025-08-30,2010-02-04
Anthony Jackson,Female,Grade 1,C-Sapphire,Full Payment,Science,None,29018.41,4665,95.95,2025-10-08,2010-06-14
Michael Bennett,Male,Grade 3,C-Sapphire,Installment,Science,Varsity,28272.65,4625,84.63,2025-10-01,2011-11-16
Daniel Beasley,Non-binary,Grade 6,B-Emerald,Late Payment,Computer Science,Student Council,19307.5,730,83.12,2026-03-17,2007-08-15
Christopher Pineda,Female,Grade 3,A-Diamond,Scholarship,Science,Arts Club,21219.57,4383,83.65,2026-04-20,2014-09-23
Nathan Wolfe,Non-binary,Grade 6,D-Ruby,Late Payment,Computer Science,Varsity,21150.88,1549,75.01,2025-10-19,2008-04-23
Alexandra Andrade,Non-binary,Grade 11,C-Sapphire,Scholarship,Literature,Arts Club,27886.57,3510,77.03,2025-12-26,2012-06-03
Kelly Johnson,Male,Grade 7,A-Diamond,Scholarship,Computer Science,Arts Club,41629.07,2434,75.64,2025-12-21,2014-03-12
Debbie Jensen,Male,Grade 6,A-Diamond,Late Payment,History,Glee Club,25111.35,1024,96.06,2026-01-29,2017-01-18
Christopher Martin,Male,Grade 7,D-Ruby,Late Payment,Science,None,19179.5,905,94.43,2026-04-04,2011-02-13
Jessica Compton,Female,Grade 3,D-Ruby,Installment,Literature,Arts Club,44753.79,1062,96.17,2025-10-11,2015-03-19
Patricia Dominguez,Female,Grade 7,C-Sapphire,Late Payment,Literature,None,30291.77,937,85.25,2025-09-04,2013-11-14
Timothy Ball,Male,Grade 7,B-Emerald,Scholarship,Science,Glee Club,24865.62,4921,77.49,2025-08-13,2007-06-20
Sharon Short,Male,Grade 12,D-Ruby,Scholarship,History,Arts Club,21919.28,3259,90.43,2026-03-26,2018-06-21
Jessica Myers,Non-binary,Grade 9,D-Ruby,Late Payment,Science,Varsity,22988.54,2140,85.89,2026-02-11,2007-08-23
Laura Hudson,Male,Grade 7,D-Ruby,Full Payment,Computer Science,Student Council,19394.97,1521,80.78,2026-01-23,2016-02-20
Lauren Lee,Male,Grade 11,D-Ruby,Installment,History,Student Council,34342.53,3665,75.47,2025-11-19,2013-10-27
Linda Bowen,Female,Grade 3,D-Ruby,Late Payment,Mathematics,Arts Club,30072.35,2583,98.22,2026-04-06,2016-01-19
Veronica Deleon,Male,Grade 12,A-Diamond,Full Payment,Mathematics,Student Council,27510.14,1080,84.35,2026-02-05,2011-01-05
Julie Dunn,Non-binary,Grade 12,B-Emerald,Scholarship,Literature,None,38722.25,3981,98.73,2026-05-01,2014-03-31
Sabrina Freeman,Non-binary,Grade 1,B-Emerald,Scholarship,Literature,Arts Club,35151.45,1490,84.75,2026-04-17,2019-08-08
Jennifer Padilla,Female,Grade 3,A-Diamond,Scholarship,Science,None,24053.25,513,78.02,2025-05-18,2008-03-21
Mr. Michael Jackson,Male,Grade 12,A-Diamond,Full Payment,Literature,None,42543.07,1054,78.17,2026-03-10,2017-11-17
Danielle Cook,Female,Grade 1,B-Emerald,Late Payment,Computer Science,Glee Club,22756.53,4369,86.09,2025-08-03,2007-06-02
Christopher Ross,Female,Grade 1,D-Ruby,Late Payment,Literature,Glee Club,33381.71,1460,86.26,2025-07-28,2014-02-15
Michael Dunn,Male,Grade 12,D-Ruby,Installment,Literature,Varsity,38656.31,2639,91.32,2025-07-07,2010-10-04
Angela Ho,Female,Grade 6,A-Diamond,Late Payment,Literature,Glee Club,41913.49,4729,79.33,2025-10-28,2010-08-04
Victoria Butler,Female,Grade 11,B-Emerald,Late Payment,History,Glee Club,15393.41,2963,87.94,2025-11-19,2010-06-29
Vincent Rodriguez,Male,Grade 1,B-Emerald,Late Payment,Computer Science,Varsity,35160.84,4505,83.71,2025-06-25,2007-06-12
Amy Johnson,Female,Grade 12,C-Sapphire,Installment,Mathematics,Student Council,36088.26,890,89.11,2025-07-24,2009-11-27
Jacqueline Robinson,Male,Grade 9,B-Emerald,Scholarship,Literature,Student Council,16801.71,2968,92.57,2025-05-08,2017-02-03
Sara Garcia,Non-binary,Grade 12,A-Diamond,Installment,Science,Varsity,20505.16,3251,77.9,2026-04-15,2014-03-02
Anthony Le,Non-binary,Grade 1,D-Ruby,Full Payment,History,Varsity,30673.91,3095,93.8,2025-05-07,2013-04-10
Joshua Smith,Non-binary,Grade 9,C-Sapphire,Full Payment,Science,Student Council,19958.56,562,81.52,2025-10-13,2019-08-21
Amber Martin,Non-binary,Grade 9,D-Ruby,Installment,Mathematics,Student Council,36369.3,3770,94.18,2025-09-02,2020-03-30
William Brown,Female,Grade 12,D-Ruby,Scholarship,Computer Science,Student Council,21002.7,645,79.02,2025-10-10,2013-05-27
Makayla Clayton,Female,Grade 1,A-Diamond,Full Payment,Literature,Glee Club,33201.87,1281,83.2,2025-11-01,2016-07-13
Sarah Nash,Non-binary,Grade 3,C-Sapphire,Full Payment,History,Arts Club,19071.55,3805,78.7,2025-08-05,2015-08-22
Eric Reed,Non-binary,Grade 3,C-Sapphire,Scholarship,Science,None,42030.46,753,96.24,2026-02-24,2015-03-07
Valerie Phillips,Female,Grade 7,A-Diamond,Installment,Mathematics,Student Council,43789.97,1413,92.95,2025-06-21,2012-06-15
Jason Conrad,Female,Grade 3,D-Ruby,Full Payment,Science,None,32273.12,2614,97.88,2026-01-12,2016-04-08
Melinda Gibson,Male,Grade 1,D-Ruby,Late Payment,Mathematics,None,34353.61,1124,88.79,2026-03-11,2013-12-22
Regina Green,Non-binary,Grade 7,B-Emerald,Installment,Literature,Varsity,41585.88,668,76.47,2025-10-17,2015-11-22
Kyle Clark,Non-binary,Grade 7,D-Ruby,Full Payment,Literature,Varsity,39990.52,3467,93.54,2025-07-25,2019-04-15
Julie Norton,Non-binary,Grade 3,A-Diamond,Full Payment,Mathematics,None,26173.57,2429,89.56,2025-06-15,2013-03-19
Jeff Lopez,Non-binary,Grade 7,A-Diamond,Installment,Mathematics,Varsity,44940.1,3770,87.11,2026-01-02,2019-09-26
Heidi Morris,Female,Grade 1,A-Diamond,Late Payment,Computer Science,Varsity,15418.4,3837,83.12,2025-09-23,2015-07-29
Cathy Stevenson,Non-binary,Grade 12,B-Emerald,Full Payment,Literature,Student Council,43587.25,4995,77.47,2025-11-16,2013-08-14
Debra Ryan,Female,Grade 7,D-Ruby,Scholarship,Literature,None,29698.85,4614,78.72,2026-04-08,2008-01-25
Sabrina Rivera,Female,Grade 11,D-Ruby,Scholarship,Mathematics,Student Council,28934.06,1737,93.81,2026-04-15,2013-01-13
Xavier Hart,Male,Grade 3,C-Sapphire,Full Payment,History,Varsity,39806.46,1413,76.67,2025-05-20,2013-11-30
Adam Sanchez,Female,Grade 1,C-Sapphire,Scholarship,Science,Glee Club,19245.74,2976,81.92,2025-12-07,2013-05-22
George Mendez,Non-binary,Grade 7,D-Ruby,Full Payment,Mathematics,None,28987.44,779,81.75,2026-02-19,2018-05-13
Jennifer Jimenez,Male,Grade 6,B-Emerald,Full Payment,Literature,Student Council,31333.81,3572,78.52,2025-07-12,2011-01-04
Meghan Contreras,Non-binary,Grade 6,B-Emerald,Scholarship,Computer Science,Arts Club,16563.02,2429,86.97,2025-12-01,2010-03-12
Julie Perry,Non-binary,Grade 11,C-Sapphire,Full Payment,Literature,Varsity,42211.2,1081,80.58,2025-06-03,2015-03-04
Melissa Barker,Non-binary,Grade 11,D-Ruby,Installment,Science,Student Council,29072.27,4525,83.94,2025-11-06,2018-05-06
Albert Mejia,Male,Grade 11,B-Emerald,Scholarship,History,None,21037.9,4140,87.5,2026-01-31,2016-04-19
Julie Alvarez,Male,Grade 7,D-Ruby,Scholarship,Literature,Student Council,39246.56,844,83.82,2025-10-30,2015-02-08
Devin Hill,Non-binary,Grade 12,D-Ruby,Scholarship,History,None,25479.2,3888,81.66,2025-06-08,2016-12-11
Stephanie Santiago,Female,Grade 12,D-Ruby,Scholarship,Mathematics,None,43263.62,3531,82.53,2025-05-10,2010-04-07
Jon Gordon,Male,Grade 1,A-Diamond,Installment,Computer Science,Varsity,29646.23,1259,87.84,2026-02-10,2016-11-16
James Pierce,Non-binary,Grade 9,B-Emerald,Late Payment,Science,Glee Club,40164.87,4272,93.96,2025-09-11,2007-05-29
Jackie Cole,Non-binary,Grade 7,C-Sapphire,Full Payment,Literature,None,17287.33,2348,92.86,2025-11-13,2015-08-19
Stephen Chavez,Male,Grade 12,D-Ruby,Full Payment,Science,Arts Club,25710.36,2043,83.96,2025-05-13,2015-08-16
Jerome Martinez,Female,Grade 1,D-Ruby,Scholarship,History,Glee Club,36103.69,989,79.73,2025-12-14,2011-08-07
Christian Martinez,Female,Grade 1,A-Diamond,Late Payment,Literature,Glee Club,34127.43,4751,98.77,2025-12-09,2009-03-26
Chad Perry,Female,Grade 1,B-Emerald,Late Payment,History,Varsity,38969.65,3141,85.05,2025-11-27,2016-03-17
Brian Jenkins,Male,Grade 1,D-Ruby,Late Payment,Science,Glee Club,37494.33,3694,84.77,2025-10-11,2013-01-10
John Lester,Female,Grade 6,D-Ruby,Installment,Computer Science,Glee Club,28236.74,1727,80.51,2026-02-23,2010-01-18
Michael Hernandez,Non-binary,Grade 7,B-Emerald,Installment,Science,Varsity,42575.84,3840,84.45,2025-12-29,2016-10-11
Rebecca Reilly,Non-binary,Grade 3,A-Diamond,Scholarship,Mathematics,Glee Club,25821.1,3500,86.79,2025-12-25,2007-05-22
Jennifer Rodriguez,Non-binary,Grade 7,D-Ruby,Scholarship,Science,Glee Club,23745.91,1535,88.03,2026-01-15,2009-03-10
Philip Gross,Male,Grade 12,A-Diamond,Full Payment,Computer Science,None,25738.58,936,98.78,2025-06-12,2017-07-12
Thomas Rodriguez,Male,Grade 7,C-Sapphire,Installment,History,Arts Club,42834.81,972,86.87,2026-04-19,2013-07-05
John Berry,Non-binary,Grade 1,D-Ruby,Installment,Science,Varsity,29047.07,4058,94.95,2026-03-19,2011-01-14
Danielle Myers,Male,Grade 9,D-Ruby,Scholarship,Science,Arts Club,42075.66,1270,75.68,2025-07-30,2018-12-12
Kenneth Howell,Non-binary,Grade 11,B-Emerald,Full Payment,Mathematics,Student Council,41549.55,1155,89.65,2025-12-07,2010-12-31
Donald Evans,Male,Grade 9,B-Emerald,Full Payment,Computer Science,Arts Club,22259.83,1248,89.79,2026-01-11,2011-05-25
Stacey Jackson,Non-binary,Grade 11,D-Ruby,Full Payment,Mathematics,Varsity,24698.07,1826,87.63,2025-10-17,2012-01-18
Anne Smith,Male,Grade 11,D-Ruby,Scholarship,Science,Arts Club,26617.43,2577,87.74,2026-05-03,2008-08-25
Chad Best,Male,Grade 11,B-Emerald,Late Payment,Literature,Student Council,29848.65,531,85.26,2025-07-15,2017-10-30
Brian Mason,Non-binary,Grade 3,D-Ruby,Installment,Computer Science,Student Council,19414.87,688,95.79,2026-03-12,2008-02-13
Lisa Stephens,Male,Grade 7,D-Ruby,Late Payment,Literature,None,21946.9,3979,87.09,2025-10-12,2020-04-17
Michael Wilson,Non-binary,Grade 3,A-Diamond,Late Payment,Mathematics,Varsity,23227.51,663,92.92,2025-10-29,2007-08-27
Ashlee Edwards,Female,Grade 1,D-Ruby,Scholarship,Mathematics,Arts Club,21160.65,2217,88.7,2025-11-27,2020-04-15
Maria Casey,Female,Grade 1,A-Diamond,Late Payment,Mathematics,None,16923.44,2688,89.61,2025-06-07,2007-08-07
Andrew Parker,Female,Grade 3,B-Emerald,Full Payment,History,Student Council,43002.21,2652,76.07,2025-11-24,2011-01-20
Grant Robinson,Non-binary,Grade 1,A-Diamond,Late Payment,Computer Science,Student Council,22477.98,1428,77.17,2025-10-24,2019-01-12
Christopher Montoya,Male,Grade 1,C-Sapphire,Installment,History,Student Council,37345.56,4137,79.67,2025-07-22,2018-02-22
Jonathan Jackson,Male,Grade 7,D-Ruby,Late Payment,Computer Science,Varsity,34297.25,2004,84.56,2026-03-20,2012-08-20
Christian Swanson,Female,Grade 7,A-Diamond,Scholarship,Literature,None,21484.31,2240,90.99,2025-06-01,2009-04-08
Marcus Holt,Male,Grade 7,D-Ruby,Scholarship,Mathematics,Glee Club,19605.22,1980,76.14,2025-11-29,2015-08-20
Kathy Malone,Male,Grade 12,B-Emerald,Full Payment,History,Glee Club,41214.77,2138,85.14,2026-01-25,2012-10-09
Raymond Moore,Non-binary,Grade 7,A-Diamond,Scholarship,Literature,Student Council,15406.36,1648,89.6,2025-09-10,2007-07-14
Jeffrey Lozano,Female,Grade 9,A-Diamond,Late Payment,Literature,Student Council,21101.71,3851,82.38,2025-06-22,2010-10-29
David Lucas,Male,Grade 1,D-Ruby,Installment,Computer Science,Student Council,23229.57,3750,77.51,2025-10-05,2012-06-03
Jonathan Johnson,Male,Grade 1,B-Emerald,Late Payment,Computer Science,Student Council,26483.3,990,98.86,2026-02-15,2018-07-16
Katherine Harris,Male,Grade 9,B-Emerald,Scholarship,History,Glee Club,36842.05,824,86.07,2026-01-09,2010-03-01
Thomas Thomas,Female,Grade 12,C-Sapphire,Scholarship,History,None,15744.27,830,95.46,2026-02-12,2017-05-08
Erica Harrington,Male,Grade 1,A-Diamond,Full Payment,Computer Science,Student Council,41504.43,1826,92.6,2026-02-10,2009-07-18
Daniel Mccoy,Non-binary,Grade 12,B-Emerald,Full Payment,Science,Arts Club,21419.15,3753,81.94,2026-04-06,2014-10-02
Victoria House,Male,Grade 11,A-Diamond,Installment,Literature,Varsity,30028.37,1596,90.4,2025-11-13,2020-04-01
Casey Medina,Non-binary,Grade 3,A-Diamond,Scholarship,Literature,None,35272.35,668,86.63,2025-09-13,2010-10-31
William Morris,Male,Grade 3,B-Emerald,Scholarship,Literature,Arts Club,32911.83,4312,85.65,2025-12-25,2016-11-09
Courtney Thompson,Male,Grade 1,B-Emerald,Full Payment,History,Student Council,15578.95,3994,94.3,2025-12-05,2011-09-04
Carol Pugh,Female,Grade 12,C-Sapphire,Late Payment,Literature,Glee Club,37161.24,4320,75.84,2026-02-14,2017-10-28
Corey Caldwell,Female,Grade 11,C-Sapphire,Late Payment,Literature,None,29485.48,849,84.08,2026-01-27,2009-05-13
Justin Jackson Jr.,Male,Grade 9,A-Diamond,Installment,Literature,Student Council,30394.41,4570,91.91,2025-09-03,2008-08-02
Adam Henderson,Male,Grade 7,C-Sapphire,Scholarship,Science,Glee Club,34029.06,1978,91.65,2025-08-03,2016-12-22
Gerald Rivera,Female,Grade 9,A-Diamond,Late Payment,Mathematics,Student Council,34112.01,624,78.15,2025-09-21,2017-03-11
Nathan Henry,Male,Grade 3,A-Diamond,Installment,Mathematics,None,40698.59,1848,80.41,2025-08-04,2018-11-16
Brian Garrison,Female,Grade 3,A-Diamond,Scholarship,Literature,Glee Club,19358.51,3873,95.22,2026-04-16,2013-12-13
Dean Smith,Female,Grade 9,B-Emerald,Installment,Mathematics,Arts Club,31511.84,1211,96.58,2026-03-04,2009-02-27
Carolyn Green,Male,Grade 9,B-Emerald,Late Payment,Science,Arts Club,16324.28,3847,94.41,2025-05-23,2014-01-04
Brian Burke,Male,Grade 9,C-Sapphire,Late Payment,Computer Science,Varsity,39717.78,4964,78.19,2025-06-19,2013-05-16
Mariah Andrade,Male,Grade 1,C-Sapphire,Full Payment,Mathematics,Glee Club,26806.14,2565,97.98,2025-06-02,2016-06-08
Robert Calhoun,Male,Grade 9,A-Diamond,Installment,Science,Varsity,39536.05,3224,94.73,2026-01-15,2018-11-02
Melissa Padilla,Non-binary,Grade 3,A-Diamond,Scholarship,Science,Student Council,22416.84,2819,97.13,2025-12-19,2008-02-15
Jennifer Bailey,Female,Grade 1,A-Diamond,Full Payment,Literature,Glee Club,42004.71,2088,93.41,2025-11-23,2012-09-13
Shane Ferguson,Non-binary,Grade 7,A-Diamond,Late Payment,Science,Varsity,33924.64,1904,76.92,2025-10-31,2012-04-08
Steven Mitchell,Female,Grade 9,B-Emerald,Full Payment,Mathematics,Glee Club,32456.69,4504,76.45,2025-12-12,2007-07-08
Jenna Moreno,Non-binary,Grade 6,C-Sapphire,Late Payment,Science,Varsity,25172.02,2065,98.36,2025-09-06,2018-01-26
Andrew Collier,Non-binary,Grade 6,B-Emerald,Installment,Computer Science,Varsity,43561.23,2831,96.81,2025-10-08,2017-02-20
Melissa Jimenez,Female,Grade 9,B-Emerald,Scholarship,Science,Student Council,16017.75,4733,94.46,2025-09-19,2014-11-27
Timothy Richardson,Male,Grade 1,A-Diamond,Scholarship,Literature,Varsity,18773.02,1655,89.02,2026-04-22,2017-03-23
Charles Maxwell,Non-binary,Grade 6,D-Ruby,Scholarship,History,Varsity,40700.64,2212,89.58,2025-05-27,2014-05-27
Allison Villegas,Non-binary,Grade 12,A-Diamond,Installment,Computer Science,Glee Club,19156.62,849,91.88,2025-09-01,2017-08-28
Nancy Lin,Non-binary,Grade 1,D-Ruby,Scholarship,Science,Arts Club,31128.25,4968,86.86,2026-01-25,2010-01-28
Yolanda Salazar,Male,Grade 12,C-Sapphire,Installment,Mathematics,None,19021.95,911,96.12,2026-04-10,2016-08-31
Alice Johnson,Female,Grade 7,A-Diamond,Scholarship,Mathematics,Student Council,35728.13,4827,80.6,2026-01-02,2014-01-04
Michael Shaw,Non-binary,Grade 7,D-Ruby,Installment,Literature,Arts Club,15132.57,998,96.79,2025-11-06,2008-05-17
Erin Gomez,Female,Grade 11,B-Emerald,Full Payment,History,Glee Club,34666.01,3844,94.71,2025-08-11,2009-09-11
Sheryl Jones,Male,Grade 11,A-Diamond,Scholarship,Literature,Student Council,35510.55,4258,96.85,2025-07-02,2014-02-12
Jeremy Weber,Non-binary,Grade 3,A-Diamond,Full Payment,History,Glee Club,25482.9,1095,78.02,2026-03-31,2010-04-08
George Jackson,Male,Grade 12,B-Emerald,Full Payment,Computer Science,Arts Club,26393.59,3608,86.95,2026-01-26,2008-05-18
Nicole Jones,Male,Grade 9,B-Emerald,Full Payment,Literature,Glee Club,15761.55,851,76.3,2026-02-11,2008-10-17
Thomas Parker,Female,Grade 9,D-Ruby,Full Payment,Computer Science,Varsity,36814.7,1898,94.89,2025-06-18,2016-01-21
Bailey Gross,Male,Grade 1,B-Emerald,Full Payment,Literature,Arts Club,40396.59,2371,80.02,2025-09-27,2013-05-19
John Smith,Female,Grade 6,D-Ruby,Late Payment,Science,Student Council,36522.25,1184,82.87,2025-06-30,2015-09-02
Annette Johnson,Female,Grade 6,B-Emerald,Scholarship,Mathematics,Varsity,44252.82,2746,94.01,2026-02-06,2015-11-01
Thomas Barber,Female,Grade 6,A-Diamond,Scholarship,History,None,41794.9,1671,86.39,2025-11-16,2019-11-19
Aaron Mccall,Male,Grade 12,D-Ruby,Full Payment,Literature,Student Council,24993.58,2230,85.94,2026-02-27,2011-02-10
Brianna Howell,Non-binary,Grade 12,C-Sapphire,Full Payment,History,None,23942.64,4865,90.75,2025-05-10,2009-02-13
Grant Weber,Male,Grade 12,C-Sapphire,Installment,Literature,Varsity,18204.02,2239,79.82,2025-10-24,2012-05-02
Sarah Douglas,Female,Grade 12,A-Diamond,Late Payment,Science,Varsity,39431.57,3413,93.57,2025-05-20,2011-03-24
Tiffany Park,Non-binary,Grade 1,C-Sapphire,Scholarship,Science,Arts Club,17410.87,4159,98.15,2026-04-10,2010-05-29
David Cole,Male,Grade 6,A-Diamond,Full Payment,Mathematics,Arts Club,42663.18,4728,80.88,2025-08-09,2016-08-04
Laura Nguyen,Female,Grade 6,D-Ruby,Full Payment,History,Varsity,39617.5,4223,86.76,2025-09-24,2017-11-07
Terry Moore,Male,Grade 12,B-Emerald,Full Payment,Science,Glee Club,39023.15,4225,87.61,2025-05-14,2018-06-01
Joshua Park,Female,Grade 9,C-Sapphire,Full Payment,Computer Science,Varsity,21082.44,3372,85.36,2026-03-30,2017-03-13
Alexander Matthews,Non-binary,Grade 3,A-Diamond,Late Payment,History,Student Council,44400.94,3669,80.08,2025-12-02,2016-02-25
William Mckenzie,Male,Grade 1,D-Ruby,Late Payment,Computer Science,Varsity,41608.07,3733,86.71,2025-05-30,2013-06-11
Jennifer Moore,Non-binary,Grade 1,B-Emerald,Full Payment,Mathematics,Student Council,29016.11,4857,78.86,2026-02-28,2020-03-16
Courtney Colon,Male,Grade 9,A-Diamond,Installment,Literature,None,41954.2,2521,90.38,2025-09-23,2012-04-25
Cameron Campbell,Male,Grade 11,B-Emerald,Installment,Mathematics,Student Council,44866.48,1684,98.89,2025-05-28,2017-05-21
Anthony Campbell,Female,Grade 1,A-Diamond,Late Payment,Computer Science,Varsity,31948.07,653,82.84,2025-09-04,2010-05-09
